timestamp_ms,rate
1680336000000,-1.6e-05
1680364800000,1e-06
1680393600000,1.6e-05
1680422400000,4.3e-05
1680451200000,4.8e-05
1680480000000,9.3e-05
1680508800000,4.4e-05
1680537600000,2.3e-05
1680566400000,-5e-06
1680595200000,-8e-06
1680624000000,-1.8e-05
1680652800000,-8.3e-05
1680681600000,0.0001
1680710400000,0.0001
1680739200000,3.4e-05
1680768000000,1.1e-05
1680796800000,-4e-06
1680825600000,7.4e-05
1680854400000,9.2e-05
1680883200000,4e-05
1680912000000,5.4e-05
1680940800000,4.4e-05
1680969600000,5.4e-05
1680998400000,8.2e-05
1681027200000,1.4e-05
1681056000000,6.2e-05
1681084800000,2.9e-05
1681113600000,-5.1e-05
1681142400000,-3e-06
1681171200000,-6e-06
1681200000000,0.0001
1681228800000,0.0001
1681257600000,0.0001
1681286400000,0.0001
1681315200000,6.3e-05
1681344000000,5.9e-05
1681372800000,0.0001
1681401600000,0.0001
1681430400000,0.0001
1681459200000,0.0001
1681488000000,0.0001
1681516800000,4e-06
1681545600000,0.0001
1681574400000,0.0001
1681603200000,0.0001
1681632000000,0.0001
1681660800000,0.0001
1681689600000,0.0001
1681718400000,0.0001
1681747200000,0.0001
1681776000000,0.0001
1681804800000,0.0001
1681833600000,0.0001
1681862400000,0.0001
1681891200000,0.0001
1681920000000,0.0001
1681948800000,0.0001
1681977600000,0.0001
1682006400000,0.0001
1682035200000,0.0001
1682064000000,0.0001
1682092800000,0.0001
1682121600000,0.0001
1682150400000,0.0001
1682179200000,0.0001
1682208000000,0.0001
1682236800000,0.0001
1682265600000,8.7e-05
1682294400000,0.0001
1682323200000,0.0001
1682352000000,3.7e-05
1682380800000,7.7e-05
1682409600000,0.0001
1682438400000,7.5e-05
1682467200000,-1e-06
1682496000000,1.5e-05
1682524800000,5.9e-05
1682553600000,0.0001
1682582400000,8.9e-05
1682611200000,5.1e-05
1682640000000,5.4e-05
1682668800000,0.0001
1682697600000,8.6e-05
1682726400000,6.1e-05
1682755200000,-4.2e-05
1682784000000,1e-05
1682812800000,1e-06
1682841600000,2e-06
1682870400000,-3.6e-05
1682899200000,8.6e-05
1682928000000,5.3e-05
1682956800000,1e-06
1682985600000,0.0001
1683014400000,5.1e-05
1683043200000,4.9e-05
1683072000000,-4.6e-05
1683100800000,0.0001
1683129600000,0.0001
1683158400000,0.0001
1683187200000,0.0001
1683216000000,0.0001
1683244800000,4.3e-05
1683273600000,0.0001
1683302400000,0.0001
1683331200000,0.0001
1683360000000,0.0001
1683388800000,0.0001
1683417600000,9.6e-05
1683446400000,-4e-06
1683475200000,3.1e-05
1683504000000,8.7e-05
1683532800000,8.9e-05
1683561600000,7.1e-05
1683590400000,0.0001
1683619200000,8.5e-05
1683648000000,8.4e-05
1683676800000,7.9e-05
1683705600000,5e-05
1683734400000,-1.6e-05
1683763200000,-1.4e-05
1683792000000,3.4e-05
1683820800000,1.4e-05
1683849600000,3.6e-05
1683878400000,6.7e-05
1683907200000,6.4e-05
1683936000000,3.7e-05
1683964800000,3.9e-05
1683993600000,3.6e-05
1684022400000,7.9e-05
1684051200000,4.8e-05
1684080000000,8.3e-05
1684108800000,8e-05
1684137600000,1.9e-05
1684166400000,5.2e-05
1684195200000,3.5e-05
1684224000000,7.8e-05
1684252800000,8.4e-05
1684281600000,0.0001
1684310400000,0.0001
1684339200000,7.7e-05
1684368000000,5.8e-05
1684396800000,-1e-05
1684425600000,0.0001
1684454400000,7.1e-05
1684483200000,9.4e-05
1684512000000,7.1e-05
1684540800000,0.0001
1684569600000,0.0001
1684598400000,2e-05
1684627200000,-1.2e-05
1684656000000,0.0001
1684684800000,0.0001
1684713600000,0.0001
1684742400000,0.0001
1684771200000,0.0001
1684800000000,6.8e-05
1684828800000,4.3e-05
1684857600000,2.2e-05
1684886400000,0.0001
1684915200000,0.0001
1684944000000,0.0001
1684972800000,0.0001
1685001600000,5.8e-05
1685030400000,5.2e-05
1685059200000,3.5e-05
1685088000000,-1.9e-05
1685116800000,0.0001
1685145600000,-1.9e-05
1685174400000,9.1e-05
1685203200000,8.7e-05
1685232000000,6e-05
1685260800000,-5.5e-05
1685289600000,-3.2e-05
1685318400000,3.5e-05
1685347200000,9.3e-05
1685376000000,0.0001
1685404800000,0.0001
1685433600000,0.0001
1685462400000,0.0001
1685491200000,0.0001
1685520000000,0.0001
1685548800000,0.0001
1685577600000,0.0001
1685606400000,0.0001
1685635200000,0.0001
1685664000000,0.0001
1685692800000,0.0001
1685721600000,0.0001
1685750400000,0.0001
1685779200000,0.0001
1685808000000,0.0001
1685836800000,0.0001
1685865600000,0.0001
1685894400000,0.0001
1685923200000,0.0001
1685952000000,0.0001
1685980800000,0.0001
1686009600000,0.0001
1686038400000,4.9e-05
1686067200000,0.0001
1686096000000,9.5e-05
1686124800000,0.0001
1686153600000,0.0001
1686182400000,5.7e-05
1686211200000,2.3e-05
1686240000000,6.4e-05
1686268800000,6.7e-05
1686297600000,5e-06
1686326400000,3.7e-05
1686355200000,8.2e-05
1686384000000,0.0001
1686412800000,0.0001
1686441600000,0.0001
1686470400000,9e-05
1686499200000,0.0001
1686528000000,0.0001
1686556800000,8e-05
1686585600000,6.1e-05
1686614400000,0.0001
1686643200000,5.6e-05
1686672000000,8e-06
1686700800000,3.4e-05
1686729600000,2.5e-05
1686758400000,-1.6e-05
1686787200000,4.9e-05
1686816000000,0.0001
1686844800000,0.0001
1686873600000,0.0001
1686902400000,0.0001
1686931200000,7.3e-05
1686960000000,-3e-05
1686988800000,7.5e-05
1687017600000,0.0001
1687046400000,0.0001
1687075200000,3.5e-05
1687104000000,4.4e-05
1687132800000,8e-05
1687161600000,0.0001
1687190400000,9.4e-05
1687219200000,3.5e-05
1687248000000,-2.5e-05
1687276800000,4.6e-05
1687305600000,-8.6e-05
1687334400000,4e-06
1687363200000,0.0
1687392000000,0.0001
1687420800000,9.8e-05
1687449600000,0.0001
1687478400000,0.0001
1687507200000,0.0001
1687536000000,0.0001
1687564800000,0.0001
1687593600000,0.0001
1687622400000,0.0001
1687651200000,0.0001
1687680000000,0.0001
1687708800000,0.0001
1687737600000,0.0001
1687766400000,0.0001
1687795200000,0.0001
1687824000000,0.0001
1687852800000,0.0001
1687881600000,0.0001
1687910400000,6.6e-05
1687939200000,9e-05
1687968000000,5.9e-05
1687996800000,9.2e-05
1688025600000,6.2e-05
1688054400000,0.0001
1688083200000,0.0001
1688112000000,0.0001
1688140800000,-3.2e-05
1688169600000,0.0001
1688198400000,0.0001
1688227200000,0.0001
1688256000000,0.0001
1688284800000,0.0001
1688313600000,0.0001
1688342400000,0.0001
1688371200000,0.0001
1688400000000,9.5e-05
1688428800000,0.0001
1688457600000,0.0001
1688486400000,0.0001
1688515200000,0.0001
1688544000000,0.0001
1688572800000,7.6e-05
1688601600000,4.7e-05
1688630400000,7e-05
1688659200000,4.4e-05
1688688000000,8.8e-05
1688716800000,0.0001
1688745600000,1.3e-05
1688774400000,-2.5e-05
1688803200000,0.0001
1688832000000,8.6e-05
1688860800000,5.8e-05
1688889600000,0.0001
1688918400000,0.0001
1688947200000,0.0001
1688976000000,0.0001
1689004800000,7.7e-05
1689033600000,1.7e-05
1689062400000,5.3e-05
1689091200000,0.0001
1689120000000,9e-05
1689148800000,7.8e-05
1689177600000,5e-06
1689206400000,4.1e-05
1689235200000,6.1e-05
1689264000000,-9e-06
1689292800000,0.0001
1689321600000,0.0001
1689350400000,0.0001
1689379200000,0.0001
1689408000000,1.8e-05
1689436800000,4e-05
1689465600000,3.4e-05
1689494400000,0.0001
1689523200000,8.9e-05
1689552000000,0.0001
1689580800000,6.4e-05
1689609600000,7.6e-05
1689638400000,8e-06
1689667200000,-3.3e-05
1689696000000,6.2e-05
1689724800000,7.7e-05
1689753600000,0.0001
1689782400000,6.2e-05
1689811200000,6e-06
1689840000000,9.4e-05
1689868800000,5.5e-05
1689897600000,2e-05
1689926400000,3.8e-05
1689955200000,-1e-05
1689984000000,9e-06
1690012800000,9.7e-05
1690041600000,6.6e-05
1690070400000,9.2e-05
1690099200000,3e-06
1690128000000,4.2e-05
1690156800000,-1e-06
1690185600000,5.9e-05
1690214400000,5.6e-05
1690243200000,7.7e-05
1690272000000,-6e-06
1690300800000,-1e-05
1690329600000,3.6e-05
1690358400000,8.8e-05
1690387200000,1.5e-05
1690416000000,1.3e-05
1690444800000,4.4e-05
1690473600000,3.7e-05
1690502400000,4.5e-05
1690531200000,1.8e-05
1690560000000,3.9e-05
1690588800000,0.0001
1690617600000,6.4e-05
1690646400000,7.6e-05
1690675200000,5.2e-05
1690704000000,3.3e-05
1690732800000,6.9e-05
1690761600000,2.5e-05
1690790400000,2.4e-05
1690819200000,1.9e-05
1690848000000,0.0001
1690876800000,0.0001
1690905600000,0.0001
1690934400000,0.0001
1690963200000,0.0001
1690992000000,0.0001
1691020800000,0.0001
1691049600000,0.0001
1691078400000,0.0001
1691107200000,0.0001
1691136000000,0.0001
1691164800000,0.0001
1691193600000,0.0001
1691222400000,8.4e-05
1691251200000,0.0001
1691280000000,0.0001
1691308800000,0.0001
1691337600000,0.0001
1691366400000,0.0001
1691395200000,8.7e-05
1691424000000,0.0001
1691452800000,0.0001
1691481600000,2.4e-05
1691510400000,-1.1e-05
1691539200000,6e-06
1691568000000,7.8e-05
1691596800000,0.0001
1691625600000,0.0001
1691654400000,0.0001
1691683200000,0.0001
1691712000000,0.0001
1691740800000,0.0001
1691769600000,7e-05
1691798400000,0.0001
1691827200000,0.0001
1691856000000,0.0001
1691884800000,0.0001
1691913600000,0.0001
1691942400000,0.0001
1691971200000,0.0001
1692000000000,0.0001
1692028800000,0.0001
1692057600000,0.0001
1692086400000,0.0001
1692115200000,0.0001
1692144000000,0.0001
1692172800000,0.0001
1692201600000,0.0001
1692230400000,0.0001
1692259200000,0.0001
1692288000000,0.0001
1692316800000,6.4e-05
1692345600000,-5e-06
1692374400000,-1e-06
1692403200000,-1.9e-05
1692432000000,-7e-06
1692460800000,9e-06
1692489600000,5.5e-05
1692518400000,5.4e-05
1692547200000,1.8e-05
1692576000000,-4.1e-05
1692604800000,-2.5e-05
1692633600000,1.4e-05
1692662400000,1e-05
1692691200000,-5.5e-05
1692720000000,-4e-06
1692748800000,5.5e-05
1692777600000,5.7e-05
1692806400000,1.9e-05
1692835200000,-2e-05
1692864000000,2.1e-05
1692892800000,8.4e-05
1692921600000,5.9e-05
1692950400000,-1.4e-05
1692979200000,5e-06
1693008000000,9e-06
1693036800000,-3.1e-05
1693065600000,2e-06
1693094400000,6.1e-05
1693123200000,-2.4e-05
1693152000000,3.7e-05
1693180800000,5.2e-05
1693209600000,9.9e-05
1693238400000,2.4e-05
1693267200000,1.2e-05
1693296000000,-1.2e-05
1693324800000,7.3e-05
1693353600000,4e-05
1693382400000,6.1e-05
1693411200000,0.0001
1693440000000,1.7e-05
1693468800000,5.6e-05
1693497600000,9e-06
1693526400000,2.1e-05
1693555200000,1.9e-05
1693584000000,1.6e-05
1693612800000,5.8e-05
1693641600000,2.8e-05
1693670400000,2.3e-05
1693699200000,0.0001
1693728000000,3.1e-05
1693756800000,4e-06
1693785600000,3.1e-05
1693814400000,3e-05
1693843200000,8.4e-05
1693872000000,2.4e-05
1693900800000,8e-06
1693929600000,1.1e-05
1693958400000,1.3e-05
1693987200000,6e-06
1694016000000,6.3e-05
1694044800000,3.9e-05
1694073600000,0.0001
1694102400000,2.1e-05
1694131200000,3.6e-05
1694160000000,6e-05
1694188800000,5e-05
1694217600000,4.7e-05
1694246400000,4e-06
1694275200000,1.7e-05
1694304000000,3.4e-05
1694332800000,6.6e-05
1694361600000,9.4e-05
1694390400000,7.3e-05
1694419200000,2.3e-05
1694448000000,-5e-06
1694476800000,4.2e-05
1694505600000,5e-05
1694534400000,6.6e-05
1694563200000,2.2e-05
1694592000000,-4e-05
1694620800000,4e-06
1694649600000,-2.9e-05
1694678400000,-4e-06
1694707200000,1.1e-05
1694736000000,-1.4e-05
1694764800000,1.5e-05
1694793600000,7.4e-05
1694822400000,-5e-05
1694851200000,-1e-05
1694880000000,5.6e-05
1694908800000,7.2e-05
1694937600000,3.7e-05
1694966400000,2.9e-05
1694995200000,2e-06
1695024000000,0.0001
1695052800000,4.2e-05
1695081600000,5.9e-05
1695110400000,5.1e-05
1695139200000,8.5e-05
1695168000000,5.9e-05
1695196800000,3.1e-05
1695225600000,2.6e-05
1695254400000,3.2e-05
1695283200000,5.9e-05
1695312000000,2.8e-05
1695340800000,-2.3e-05
1695369600000,2e-06
1695398400000,2.7e-05
1695427200000,2.1e-05
1695456000000,-1.7e-05
1695484800000,2.6e-05
1695513600000,5.4e-05
1695542400000,3.7e-05
1695571200000,6.3e-05
1695600000000,1.6e-05
1695628800000,-6e-06
1695657600000,1.9e-05
1695686400000,-5.6e-05
1695715200000,1.9e-05
1695744000000,4.9e-05
1695772800000,-3e-06
1695801600000,2.3e-05
1695830400000,-5.2e-05
1695859200000,5e-05
1695888000000,-9e-06
1695916800000,-3.7e-05
1695945600000,-2.8e-05
1695974400000,1.4e-05
1696003200000,2.6e-05
1696032000000,0.0001
1696060800000,5.4e-05
1696089600000,0.0001
1696118400000,0.0001
1696147200000,9.2e-05
1696176000000,5.1e-05
1696204800000,3.3e-05
1696233600000,-4.9e-05
1696262400000,-3.2e-05
1696291200000,9.6e-05
1696320000000,0.0001
1696348800000,6.7e-05
1696377600000,0.0001
1696406400000,7.3e-05
1696435200000,9.1e-05
1696464000000,8.5e-05
1696492800000,7.7e-05
1696521600000,1.5e-05
1696550400000,5.9e-05
1696579200000,5.2e-05
1696608000000,5e-06
1696636800000,3.2e-05
1696665600000,4.4e-05
1696694400000,-4e-05
1696723200000,-8e-05
1696752000000,-1.7e-05
1696780800000,3.1e-05
1696809600000,-2.5e-05
1696838400000,-1.5e-05
1696867200000,-1.3e-05
1696896000000,9.7e-05
1696924800000,2.4e-05
1696953600000,3.7e-05
1696982400000,8.6e-05
1697011200000,7.2e-05
1697040000000,0.0001
1697068800000,0.0001
1697097600000,9.3e-05
1697126400000,0.0001
1697155200000,0.0001
1697184000000,8e-05
1697212800000,0.0001
1697241600000,0.0001
1697270400000,9.7e-05
1697299200000,0.0001
1697328000000,5.3e-05
1697356800000,6.9e-05
1697385600000,9e-05
1697414400000,1.1e-05
1697443200000,-2.2e-05
1697472000000,5.2e-05
1697500800000,5.5e-05
1697529600000,6e-05
1697558400000,5.1e-05
1697587200000,-1.7e-05
1697616000000,5e-05
1697644800000,2.3e-05
1697673600000,4.4e-05
1697702400000,-3e-06
1697731200000,1.3e-05
1697760000000,-1.7e-05
1697788800000,5.5e-05
1697817600000,8.6e-05
1697846400000,0.0001
1697875200000,0.0001
1697904000000,3e-06
1697932800000,4e-06
1697961600000,1.3e-05
1697990400000,5.4e-05
1698019200000,5.1e-05
1698048000000,0.0001
1698076800000,0.0001
1698105600000,0.0001
1698134400000,0.0001
1698163200000,0.0001
1698192000000,0.0001
1698220800000,0.0001
1698249600000,0.0001
1698278400000,0.0001
1698307200000,0.0001
1698336000000,0.0001
1698364800000,0.0001
1698393600000,0.0001
1698422400000,0.0001
1698451200000,0.0001
1698480000000,0.000179
1698508800000,0.0001
1698537600000,0.0001
1698566400000,0.0001
1698595200000,0.0001
1698624000000,0.0001
1698652800000,0.0001
1698681600000,0.0001
1698710400000,0.0001
1698739200000,0.0001
1698768000000,0.000105
1698796800000,0.0001
1698825600000,0.000119
1698854400000,0.0001
1698883200000,0.000143
1698912000000,0.000185
1698940800000,0.000116
1698969600000,0.0001
1698998400000,0.0001
1699027200000,0.0001
1699056000000,0.0001
1699084800000,0.0001
1699113600000,0.0001
1699142400000,0.0001
1699171200000,0.0001
1699200000000,0.0001
1699228800000,0.000122
1699257600000,0.0001
1699286400000,0.000263
1699315200000,0.0001
1699344000000,0.0001
1699372800000,0.000104
1699401600000,0.000119
1699430400000,0.000258
1699459200000,0.000157
1699488000000,0.000139
1699516800000,0.000204
1699545600000,0.0004
1699574400000,0.00018
1699603200000,0.000453
1699632000000,0.000297
1699660800000,0.000261
1699689600000,0.00024
1699718400000,0.000255
1699747200000,0.000197
1699776000000,0.000207
1699804800000,0.000269
1699833600000,0.000315
1699862400000,0.000324
1699891200000,0.000378
1699920000000,0.000142
1699948800000,0.00017
1699977600000,0.000118
1700006400000,0.0001
1700035200000,0.0001
1700064000000,0.0001
1700092800000,0.0001
1700121600000,0.000202
1700150400000,0.000142
1700179200000,0.0001
1700208000000,0.0001
1700236800000,0.0001
1700265600000,0.0001
1700294400000,0.0001
1700323200000,0.0001
1700352000000,0.0001
1700380800000,0.0001
1700409600000,0.0001
1700438400000,0.0001
1700467200000,0.0001
1700496000000,0.000155
1700524800000,0.0001
1700553600000,0.0001
1700582400000,0.0001
1700611200000,0.0001
1700640000000,0.0001
1700668800000,0.0001
1700697600000,0.0001
1700726400000,0.0001
1700755200000,0.0001
1700784000000,0.0001
1700812800000,0.0001
1700841600000,0.0001
1700870400000,0.0001
1700899200000,0.0001
1700928000000,0.0001
1700956800000,0.0001
1700985600000,0.0001
1701014400000,0.0001
1701043200000,0.0001
1701072000000,0.0001
1701100800000,0.0001
1701129600000,0.0001
1701158400000,0.0001
1701187200000,0.0001
1701216000000,0.0001
1701244800000,0.0001
1701273600000,0.0001
1701302400000,0.0001
1701331200000,0.0001
1701360000000,0.0001
1701388800000,0.0001
1701417600000,0.0001
1701446400000,0.0001
1701475200000,0.0001
1701504000000,0.0001
1701532800000,0.0001
1701561600000,0.0001
1701590400000,0.0001
1701619200000,0.0001
1701648000000,0.0001
1701676800000,0.000392
1701705600000,0.0001
1701734400000,0.0001
1701763200000,0.0001
1701792000000,0.0001
1701820800000,0.0001
1701849600000,0.0001
1701878400000,0.0001
1701907200000,0.0001
1701936000000,0.000107
1701964800000,0.000168
1701993600000,0.000239
1702022400000,0.00044
1702051200000,0.000341
1702080000000,0.000119
1702108800000,0.000493
1702137600000,0.000329
1702166400000,0.000335
1702195200000,0.00031
1702224000000,0.000394
1702252800000,0.000333
1702281600000,0.000159
1702310400000,0.0001
1702339200000,0.000215
1702368000000,0.000165
1702396800000,0.0001
1702425600000,0.000182
1702454400000,0.000155
1702483200000,0.000162
1702512000000,0.000101
1702540800000,0.000123
1702569600000,0.000111
1702598400000,0.000105
1702627200000,0.000154
1702656000000,0.000134
1702684800000,0.0001
1702713600000,0.000244
1702742400000,0.000174
1702771200000,0.000173
1702800000000,0.0001
1702828800000,0.0001
1702857600000,0.000133
1702886400000,0.0001
1702915200000,0.000107
1702944000000,0.0001
1702972800000,0.000177
1703001600000,0.000139
1703030400000,0.0001
1703059200000,0.0001
1703088000000,0.000187
1703116800000,0.000152
1703145600000,0.000225
1703174400000,0.000338
1703203200000,0.000242
1703232000000,0.000306
1703260800000,0.0002
1703289600000,0.000153
1703318400000,0.0001
1703347200000,0.0001
1703376000000,0.0001
1703404800000,0.000252
1703433600000,0.0001
1703462400000,0.0001
1703491200000,0.0001
1703520000000,0.000187
1703548800000,0.000305
1703577600000,0.000279
1703606400000,0.000321
1703635200000,0.000407
1703664000000,0.000422
1703692800000,0.000522
1703721600000,0.000193
1703750400000,0.000389
1703779200000,0.000573
1703808000000,0.000598
1703836800000,0.00044
1703865600000,0.000435
1703894400000,0.000392
1703923200000,0.000369
1703952000000,0.000243
1703980800000,0.000264
1704009600000,0.000401
1704038400000,0.000442
1704067200000,0.000433
1704096000000,0.0005
1704124800000,0.000373
1704153600000,0.000572
1704182400000,0.0005
1704211200000,0.000662
